HOG	OG	Gene Tree Parent Clade	A_granulata_2	B_glabrata_2	C_virginica_2	H_robusta_2	L_gigantea_2	O_bimaculoides_2	P_fucata_2	S_constricta_2
N2.HOG0000041	OG0000008	n0			C_virginica|XP_022328162.1, C_virginica|XP_022336556.1				P_fucata|Pma_10000381, P_fucata|Pma_10000932, P_fucata|Pma_10001198, P_fucata|Pma_10001272, P_fucata|Pma_10001395, P_fucata|Pma_10002023, P_fucata|Pma_10002741, P_fucata|Pma_10002834, P_fucata|Pma_10002973, P_fucata|Pma_10005046, P_fucata|Pma_10005415, P_fucata|Pma_10005503, P_fucata|Pma_10005812, P_fucata|Pma_10005838, P_fucata|Pma_10006437, P_fucata|Pma_10006710, P_fucata|Pma_10007564, P_fucata|Pma_10009170, P_fucata|Pma_10009276, P_fucata|Pma_10009288, P_fucata|Pma_10009788, P_fucata|Pma_10010065, P_fucata|Pma_10010252, P_fucata|Pma_10010336, P_fucata|Pma_10010358, P_fucata|Pma_10010850, P_fucata|Pma_10011400, P_fucata|Pma_10011413, P_fucata|Pma_10011621, P_fucata|Pma_10011701, P_fucata|Pma_10012164, P_fucata|Pma_10012601, P_fucata|Pma_10012813, P_fucata|Pma_10012983, P_fucata|Pma_10013104, P_fucata|Pma_10013457, P_fucata|Pma_10013957, P_fucata|Pma_10014031, P_fucata|Pma_10014274, P_fucata|Pma_10014331, P_fucata|Pma_10014442, P_fucata|Pma_10014461, P_fucata|Pma_10014641, P_fucata|Pma_10014823, P_fucata|Pma_10015213, P_fucata|Pma_10015220, P_fucata|Pma_10015719, P_fucata|Pma_10015948, P_fucata|Pma_10016205, P_fucata|Pma_10016550, P_fucata|Pma_10016596, P_fucata|Pma_10016756, P_fucata|Pma_10016906, P_fucata|Pma_10017036, P_fucata|Pma_10017267, P_fucata|Pma_10017727, P_fucata|Pma_10017760, P_fucata|Pma_10018460, P_fucata|Pma_10018523, P_fucata|Pma_10018601, P_fucata|Pma_10018689, P_fucata|Pma_10018762, P_fucata|Pma_10018764, P_fucata|Pma_10018782, P_fucata|Pma_10020755, P_fucata|Pma_10020872, P_fucata|Pma_10021130, P_fucata|Pma_10021257, P_fucata|Pma_10021364, P_fucata|Pma_10021465, P_fucata|Pma_10021487, P_fucata|Pma_10021591, P_fucata|Pma_10022256, P_fucata|Pma_10022527, P_fucata|Pma_10022931, P_fucata|Pma_10023276, P_fucata|Pma_10023630, P_fucata|Pma_10023717, P_fucata|Pma_10024277, P_fucata|Pma_10024322, P_fucata|Pma_10025202, P_fucata|Pma_10025225, P_fucata|Pma_10025403, P_fucata|Pma_10025714, P_fucata|Pma_10025742, P_fucata|Pma_10026145, P_fucata|Pma_10026194, P_fucata|Pma_10026204, P_fucata|Pma_10026497, P_fucata|Pma_10026499, P_fucata|Pma_10027002, P_fucata|Pma_10027521, P_fucata|Pma_10027590, P_fucata|Pma_10027927, P_fucata|Pma_10028024, P_fucata|Pma_10028195, P_fucata|Pma_10028243, P_fucata|Pma_10028861, P_fucata|Pma_10028987, P_fucata|Pma_10029267, P_fucata|Pma_10029566, P_fucata|Pma_10029621, P_fucata|Pma_10029625, P_fucata|Pma_10029961, P_fucata|Pma_10030000, P_fucata|Pma_10030056, P_fucata|Pma_10030532, P_fucata|Pma_10031329, P_fucata|Pma_10031879, P_fucata|Pma_10031891, P_fucata|Pma_10032283, P_fucata|Pma_10032441, P_fucata|Pma_10032536, P_fucata|Pma_10032670, P_fucata|Pma_125.33, P_fucata|Pma_137.648	
N2.HOG0000042	OG0000009	n3					L_gigantea|XP_009058738.1			
N2.HOG0000043	OG0000009	n5	A_granulata|evm.model.Super-Scaffold_100012.506_1	B_glabrata|XP_013076273.1	C_virginica|XP_022335688.1		L_gigantea|XP_009044518.1		P_fucata|Pma_10032418	
N2.HOG0000044	OG0000009	n11	A_granulata|evm.model.Super-Scaffold_100004.157_1		C_virginica|XP_022316864.1		L_gigantea|XP_009055766.1, L_gigantea|XP_009064105.1		P_fucata|Pma_10006517	S_constricta|evm.model.ctg76.11
N2.HOG0000045	OG0000009	n19		B_glabrata|XP_013074409.1			L_gigantea|XP_009051792.1		P_fucata|Pma_10012721, P_fucata|Pma_10025848	S_constricta|evm.model.ctg67.88
N2.HOG0000046	OG0000009	n24		B_glabrata|XP_013062473.1, B_glabrata|XP_013063268.1, B_glabrata|XP_013080003.1, B_glabrata|XP_013094576.1	C_virginica|XP_022308211.1, C_virginica|XP_022336489.1		L_gigantea|XP_009046723.1, L_gigantea|XP_009058115.1, L_gigantea|XP_009059556.1		P_fucata|Pma_10011588, P_fucata|Pma_2.186	S_constricta|evm.model.ctg1628.1, S_constricta|evm.model.ctg1696.4, S_constricta|evm.model.ctg6192.1
N2.HOG0000047	OG0000009	n39		B_glabrata|XP_013064161.1, B_glabrata|XP_013091514.1, B_glabrata|XP_013093678.1					P_fucata|Pma_10020874	S_constricta|evm.model.ctg300.11, S_constricta|evm.model.ctg4423.1
N2.HOG0000048	OG0000009	n47	A_granulata|evm.model.Super-Scaffold_100013.618_1		C_virginica|XP_022299766.1		L_gigantea|XP_009044627.1		P_fucata|Pma_10019736, P_fucata|Pma_10021751	S_constricta|evm.model.ctg138.15, S_constricta|evm.model.ctg885.2
N2.HOG0000049	OG0000009	n55	A_granulata|evm.model.Super-Scaffold_505.825_1		C_virginica|XP_022335661.1		L_gigantea|XP_009057810.1		P_fucata|Pma_10028191	
N2.HOG0000050	OG0000009	n59	A_granulata|evm.model.Super-Scaffold_100002.833_1, A_granulata|evm.model.Super-Scaffold_100013.583_1		C_virginica|XP_022338842.1, C_virginica|XP_022338942.1					S_constricta|evm.model.ctg6778.1
N2.HOG0000051	OG0000009	n68	A_granulata|evm.model.Super-Scaffold_100010.662_1				L_gigantea|XP_009064159.1			
N2.HOG0000052	OG0000009	n69	A_granulata|evm.model.Super-Scaffold_100006.676_1, A_granulata|evm.model.Super-Scaffold_505.1121_1, A_granulata|evm.model.Super-Scaffold_505.1606_1	B_glabrata|XP_013063303.1			L_gigantea|XP_009053527.1		P_fucata|Pma_10012832	S_constricta|evm.model.ctg923.6
N2.HOG0000053	OG0000009	n75	A_granulata|evm.model.Super-Scaffold_100014.34_1							
N2.HOG0000054	OG0000009	n78	A_granulata|model.g14108.t1_1	B_glabrata|XP_013082520.1	C_virginica|XP_022286105.1, C_virginica|XP_022346077.1		L_gigantea|XP_009053915.1			S_constricta|evm.model.ctg1144.9
N2.HOG0000055	OG0000009	n85	A_granulata|evm.model.Super-Scaffold_100006.1281_1, A_granulata|model.g14402.t1_1	B_glabrata|XP_013071348.1	C_virginica|XP_022338373.1, C_virginica|XP_022338900.1				P_fucata|Pma_325.96	
N2.HOG0000056	OG0000011	n2	A_granulata|model.g14860.t1_1	B_glabrata|XP_013083200.1			L_gigantea|XP_009053022.1		P_fucata|Pma_10023646	S_constricta|evm.model.ctg366.24
N2.HOG0000057	OG0000011	n8		B_glabrata|XP_013092586.1			L_gigantea|XP_009044047.1		P_fucata|Pma_10011539, P_fucata|Pma_10019860, P_fucata|Pma_55.139	S_constricta|evm.model.ctg103.60, S_constricta|evm.model.ctg1031.1, S_constricta|evm.model.ctg1031.2, S_constricta|evm.model.ctg1031.5, S_constricta|evm.model.ctg1157.14, S_constricta|evm.model.ctg1163.1, S_constricta|evm.model.ctg1163.2, S_constricta|evm.model.ctg1163.3, S_constricta|evm.model.ctg1163.4, S_constricta|evm.model.ctg1173.1, S_constricta|evm.model.ctg1173.10, S_constricta|evm.model.ctg1173.2, S_constricta|evm.model.ctg1173.5, S_constricta|evm.model.ctg1173.6, S_constricta|evm.model.ctg1173.7, S_constricta|evm.model.ctg1173.8, S_constricta|evm.model.ctg1173.9, S_constricta|evm.model.ctg1189.1, S_constricta|evm.model.ctg1189.4, S_constricta|evm.model.ctg1189.6, S_constricta|evm.model.ctg1197.1, S_constricta|evm.model.ctg1204.8, S_constricta|evm.model.ctg1280.10, S_constricta|evm.model.ctg1280.6, S_constricta|evm.model.ctg1280.8, S_constricta|evm.model.ctg1414.7, S_constricta|evm.model.ctg1414.8.1, S_constricta|evm.model.ctg1525.1, S_constricta|evm.model.ctg1611.1, S_constricta|evm.model.ctg1611.2, S_constricta|evm.model.ctg1611.3, S_constricta|evm.model.ctg1611.4, S_constricta|evm.model.ctg1611.5, S_constricta|evm.model.ctg1611.6, S_constricta|evm.model.ctg1728.1.5, S_constricta|evm.model.ctg1801.2, S_constricta|evm.model.ctg1814.1, S_constricta|evm.model.ctg1892.1, S_constricta|evm.model.ctg1892.2, S_constricta|evm.model.ctg1905.2, S_constricta|evm.model.ctg1905.3, S_constricta|evm.model.ctg1905.4, S_constricta|evm.model.ctg1905.5, S_constricta|evm.model.ctg1905.6, S_constricta|evm.model.ctg1950.1, S_constricta|evm.model.ctg2037.2, S_constricta|evm.model.ctg2148.3, S_constricta|evm.model.ctg2148.4, S_constricta|evm.model.ctg2170.1, S_constricta|evm.model.ctg2170.2, S_constricta|evm.model.ctg2170.3, S_constricta|evm.model.ctg2243.4, S_constricta|evm.model.ctg2250.1, S_constricta|evm.model.ctg2250.2, S_constricta|evm.model.ctg2506.2.1, S_constricta|evm.model.ctg2608.3.1, S_constricta|evm.model.ctg2716.1, S_constricta|evm.model.ctg2716.3, S_constricta|evm.model.ctg2747.1, S_constricta|evm.model.ctg2900.1, S_constricta|evm.model.ctg2900.2, S_constricta|evm.model.ctg2935.1, S_constricta|evm.model.ctg2935.2, S_constricta|evm.model.ctg2935.4, S_constricta|evm.model.ctg2947.1, S_constricta|evm.model.ctg2947.2, S_constricta|evm.model.ctg2960.1, S_constricta|evm.model.ctg3075.1, S_constricta|evm.model.ctg3105.3, S_constricta|evm.model.ctg3160.1, S_constricta|evm.model.ctg3234.1, S_constricta|evm.model.ctg3234.3, S_constricta|evm.model.ctg3234.4, S_constricta|evm.model.ctg3389.3, S_constricta|evm.model.ctg3433.1, S_constricta|evm.model.ctg3433.2, S_constricta|evm.model.ctg3433.3, S_constricta|evm.model.ctg3437.4, S_constricta|evm.model.ctg3583.1, S_constricta|evm.model.ctg3583.2, S_constricta|evm.model.ctg3898.1, S_constricta|evm.model.ctg3898.2, S_constricta|evm.model.ctg4062.2.1, S_constricta|evm.model.ctg4448.1_evm.model.ctg4448.2, S_constricta|evm.model.ctg5056.1, S_constricta|evm.model.ctg5056.2, S_constricta|evm.model.ctg5056.3, S_constricta|evm.model.ctg748.3, S_constricta|evm.model.ctg748.4, S_constricta|evm.model.ctg8738.1, S_constricta|evm.model.ctg9031.1
N2.HOG0000058	OG0000012	n0							P_fucata|Pma_10024425, P_fucata|Pma_10024427, P_fucata|Pma_10024429, P_fucata|Pma_10024431, P_fucata|Pma_10024433, P_fucata|Pma_10024435, P_fucata|Pma_10024437, P_fucata|Pma_10024439, P_fucata|Pma_10024441, P_fucata|Pma_10024443, P_fucata|Pma_10024445, P_fucata|Pma_10024447, P_fucata|Pma_10024449, P_fucata|Pma_10024451, P_fucata|Pma_10024453, P_fucata|Pma_10024455, P_fucata|Pma_10024457, P_fucata|Pma_10024459, P_fucata|Pma_10024461, P_fucata|Pma_10024463, P_fucata|Pma_10024465, P_fucata|Pma_10024467, P_fucata|Pma_10024469, P_fucata|Pma_10024471, P_fucata|Pma_10024473, P_fucata|Pma_10024475, P_fucata|Pma_10024477, P_fucata|Pma_10024479, P_fucata|Pma_10024481, P_fucata|Pma_10024483, P_fucata|Pma_10024485, P_fucata|Pma_10024487, P_fucata|Pma_10024489, P_fucata|Pma_10024491, P_fucata|Pma_10024494, P_fucata|Pma_10024496, P_fucata|Pma_10024498, P_fucata|Pma_10024500, P_fucata|Pma_10024502, P_fucata|Pma_10024504, P_fucata|Pma_10024506, P_fucata|Pma_10024508, P_fucata|Pma_10024510, P_fucata|Pma_10024512, P_fucata|Pma_10024514, P_fucata|Pma_10024516, P_fucata|Pma_10024518, P_fucata|Pma_10024520, P_fucata|Pma_10024522, P_fucata|Pma_10024524, P_fucata|Pma_10024526, P_fucata|Pma_10024528, P_fucata|Pma_10024530, P_fucata|Pma_10024532, P_fucata|Pma_10024534, P_fucata|Pma_10024536, P_fucata|Pma_10024538, P_fucata|Pma_10024540, P_fucata|Pma_10024542, P_fucata|Pma_10024544, P_fucata|Pma_10024546, P_fucata|Pma_10024548, P_fucata|Pma_10024550, P_fucata|Pma_10024552, P_fucata|Pma_10024554, P_fucata|Pma_10024556, P_fucata|Pma_10024558, P_fucata|Pma_10024560, P_fucata|Pma_10024562, P_fucata|Pma_10024564, P_fucata|Pma_10024566, P_fucata|Pma_10024568, P_fucata|Pma_10024570, P_fucata|Pma_10024572, P_fucata|Pma_10024574, P_fucata|Pma_10024576, P_fucata|Pma_10024578, P_fucata|Pma_10024580, P_fucata|Pma_10024582, P_fucata|Pma_10024584, P_fucata|Pma_10024586, P_fucata|Pma_10024588, P_fucata|Pma_10024590, P_fucata|Pma_10024592, P_fucata|Pma_10024594, P_fucata|Pma_10024596, P_fucata|Pma_10024598, P_fucata|Pma_10024600, P_fucata|Pma_10024602, P_fucata|Pma_10024604, P_fucata|Pma_10024606, P_fucata|Pma_10024608, P_fucata|Pma_10024610, P_fucata|Pma_10024612, P_fucata|Pma_10024614, P_fucata|Pma_10024616, P_fucata|Pma_10024618, P_fucata|Pma_10024620, P_fucata|Pma_10024622, P_fucata|Pma_10024624, P_fucata|Pma_10024626, P_fucata|Pma_10024628, P_fucata|Pma_10024630	
N2.HOG0000059	OG0000013	n0			C_virginica|XP_022303194.1, C_virginica|XP_022304147.1, C_virginica|XP_022304232.1, C_virginica|XP_022304272.1, C_virginica|XP_022304397.1, C_virginica|XP_022304465.1, C_virginica|XP_022304650.1, C_virginica|XP_022304826.1, C_virginica|XP_022304902.1, C_virginica|XP_022304926.1, C_virginica|XP_022305368.1, C_virginica|XP_022305369.1, C_virginica|XP_022305636.1, C_virginica|XP_022305639.1, C_virginica|XP_022305644.1, C_virginica|XP_022305646.1, C_virginica|XP_022305647.1, C_virginica|XP_022305648.1, C_virginica|XP_022305652.1, C_virginica|XP_022305656.1, C_virginica|XP_022305661.1, C_virginica|XP_022305671.1, C_virginica|XP_022305672.1, C_virginica|XP_022305675.1, C_virginica|XP_022305678.1, C_virginica|XP_022305679.1, C_virginica|XP_022306351.1, C_virginica|XP_022306357.1, C_virginica|XP_022306358.1, C_virginica|XP_022306359.1, C_virginica|XP_022306362.1, C_virginica|XP_022306364.1, C_virginica|XP_022306367.1, C_virginica|XP_022306369.1, C_virginica|XP_022306385.1, C_virginica|XP_022306463.1, C_virginica|XP_022306465.1, C_virginica|XP_022306466.1, C_virginica|XP_022306468.1, C_virginica|XP_022306472.1, C_virginica|XP_022306473.1, C_virginica|XP_022306474.1, C_virginica|XP_022306475.1, C_virginica|XP_022306479.1, C_virginica|XP_022306483.1, C_virginica|XP_022306710.1, C_virginica|XP_022307477.1, C_virginica|XP_022307478.1, C_virginica|XP_022307479.1, C_virginica|XP_022307480.1, C_virginica|XP_022307619.1, C_virginica|XP_022307622.1, C_virginica|XP_022307623.1, C_virginica|XP_022307624.1, C_virginica|XP_022307630.1, C_virginica|XP_022307631.1, C_virginica|XP_022307633.1, C_virginica|XP_022307634.1, C_virginica|XP_022309564.1, C_virginica|XP_022310056.1, C_virginica|XP_022310070.1, C_virginica|XP_022310242.1, C_virginica|XP_022310258.1, C_virginica|XP_022310797.1, C_virginica|XP_022310798.1, C_virginica|XP_022310804.1, C_virginica|XP_022311307.1, C_virginica|XP_022311308.1, C_virginica|XP_022311310.1, C_virginica|XP_022311311.1, C_virginica|XP_022311460.1, C_virginica|XP_022311480.1, C_virginica|XP_022311594.1, C_virginica|XP_022311708.1, C_virginica|XP_022311860.1, C_virginica|XP_022311861.1, C_virginica|XP_022311867.1, C_virginica|XP_022311877.1, C_virginica|XP_022311879.1, C_virginica|XP_022312370.1, C_virginica|XP_022312453.1, C_virginica|XP_022331776.1, C_virginica|XP_022334804.1				P_fucata|Pma_10011085, P_fucata|Pma_10011366, P_fucata|Pma_108.798	
N2.HOG0000060	OG0000014	n0			C_virginica|XP_022290500.1, C_virginica|XP_022304629.1, C_virginica|XP_022304635.1, C_virginica|XP_022304881.1, C_virginica|XP_022304883.1, C_virginica|XP_022304884.1, C_virginica|XP_022304885.1, C_virginica|XP_022304923.1, C_virginica|XP_022305137.1, C_virginica|XP_022305247.1, C_virginica|XP_022305249.1, C_virginica|XP_022305254.1, C_virginica|XP_022305255.1, C_virginica|XP_022305261.1, C_virginica|XP_022305262.1, C_virginica|XP_022305271.1, C_virginica|XP_022305289.1, C_virginica|XP_022305577.1, C_virginica|XP_022306410.1, C_virginica|XP_022306411.1, C_virginica|XP_022306413.1, C_virginica|XP_022306414.1, C_virginica|XP_022306636.1, C_virginica|XP_022306648.1, C_virginica|XP_022306764.1, C_virginica|XP_022306866.1, C_virginica|XP_022307315.1, C_virginica|XP_022307318.1, C_virginica|XP_022307320.1, C_virginica|XP_022307321.1, C_virginica|XP_022307322.1, C_virginica|XP_022307425.1, C_virginica|XP_022307434.1, C_virginica|XP_022307497.1, C_virginica|XP_022307498.1, C_virginica|XP_022307500.1, C_virginica|XP_022307501.1, C_virginica|XP_022307515.1, C_virginica|XP_022307592.1, C_virginica|XP_022307645.1, C_virginica|XP_022307668.1, C_virginica|XP_022307673.1, C_virginica|XP_022307674.1, C_virginica|XP_022307675.1, C_virginica|XP_022307676.1, C_virginica|XP_022307686.1, C_virginica|XP_022307753.1, C_virginica|XP_022307804.1, C_virginica|XP_022307869.1, C_virginica|XP_022308393.1, C_virginica|XP_022308398.1, C_virginica|XP_022308402.1, C_virginica|XP_022308406.1, C_virginica|XP_022308425.1, C_virginica|XP_022308498.1, C_virginica|XP_022308499.1, C_virginica|XP_022308548.1, C_virginica|XP_022308551.1, C_virginica|XP_022308759.1, C_virginica|XP_022308764.1, C_virginica|XP_022308847.1, C_virginica|XP_022308875.1, C_virginica|XP_022308881.1, C_virginica|XP_022308883.1, C_virginica|XP_022308884.1, C_virginica|XP_022308895.1, C_virginica|XP_022308897.1, C_virginica|XP_022308914.1, C_virginica|XP_022308920.1, C_virginica|XP_022308930.1, C_virginica|XP_022309624.1, C_virginica|XP_022309931.1, C_virginica|XP_022309934.1, C_virginica|XP_022310032.1, C_virginica|XP_022310034.1, C_virginica|XP_022310789.1, C_virginica|XP_022310792.1, C_virginica|XP_022310812.1, C_virginica|XP_022310813.1, C_virginica|XP_022311297.1, C_virginica|XP_022311298.1					
N2.HOG0000061	OG0000015	n2	A_granulata|model.g11415.t1_1	B_glabrata|XP_013076970.1			L_gigantea|XP_009047434.1			
N2.HOG0000062	OG0000015	n7	A_granulata|evm.model.Super-Scaffold_100057.39_1, A_granulata|model.g20494.t1_1				L_gigantea|XP_009049765.1		P_fucata|Pma_10020663	S_constricta|evm.model.ctg109.15, S_constricta|evm.model.ctg6408.1
N2.HOG0000063	OG0000015	n13		B_glabrata|XP_013076722.1, B_glabrata|XP_013090484.1	C_virginica|XP_022325142.1				P_fucata|Pma_10001006	S_constricta|evm.model.ctg413.13
N2.HOG0000064	OG0000015	n19			C_virginica|XP_022313105.1					
N2.HOG0000065	OG0000015	n61	A_granulata|evm.model.Super-Scaffold_100002.249_1	B_glabrata|XP_013077189.1	C_virginica|XP_022341159.1		L_gigantea|XP_009052518.1			S_constricta|evm.model.ctg528.30
N2.HOG0000066	OG0000016	n3	A_granulata|evm.model.Super-Scaffold_100003.698_1							S_constricta|evm.model.ctg599.25, S_constricta|evm.model.ctg658.14, S_constricta|evm.model.ctg658.15, S_constricta|evm.model.ctg769.1, S_constricta|evm.model.ctg942.2
N2.HOG0000067	OG0000016	n9	A_granulata|evm.model.Super-Scaffold_100005.476_1, A_granulata|evm.model.Super-Scaffold_100016.112_1, A_granulata|evm.model.Super-Scaffold_100019.314_1, A_granulata|evm.model.Super-Scaffold_100037.2_1, A_granulata|evm.model.Super-Scaffold_505.1528_1, A_granulata|model.g19855.t1_1, A_granulata|model.g20194.t1_1, A_granulata|model.g26165.t1_1, A_granulata|model.g8906.t1_1	B_glabrata|XP_013062374.1, B_glabrata|XP_013068639.1, B_glabrata|XP_013068640.1, B_glabrata|XP_013078245.1, B_glabrata|XP_013080662.1, B_glabrata|XP_013080962.1, B_glabrata|XP_013086580.1, B_glabrata|XP_013086582.1, B_glabrata|XP_013089408.1, B_glabrata|XP_013090966.1, B_glabrata|XP_013090968.1, B_glabrata|XP_013091907.1, B_glabrata|XP_013092990.1, B_glabrata|XP_013093196.1, B_glabrata|XP_013093671.1, B_glabrata|XP_013094005.1, B_glabrata|XP_013096412.1	C_virginica|XP_022293525.1, C_virginica|XP_022294752.1, C_virginica|XP_022308580.1, C_virginica|XP_022332689.1, C_virginica|XP_022334600.1		L_gigantea|XP_009066031.1		P_fucata|Pma_10002971, P_fucata|Pma_10002972, P_fucata|Pma_10005410, P_fucata|Pma_10010486, P_fucata|Pma_10013072, P_fucata|Pma_10013074, P_fucata|Pma_10013077, P_fucata|Pma_10013078, P_fucata|Pma_10017082, P_fucata|Pma_10017238, P_fucata|Pma_10019994, P_fucata|Pma_10020228, P_fucata|Pma_10021023, P_fucata|Pma_10026304, P_fucata|Pma_10026305, P_fucata|Pma_10026308, P_fucata|Pma_10026309, P_fucata|Pma_10026311, P_fucata|Pma_10027671, P_fucata|Pma_2.319	S_constricta|evm.model.ctg174.7, S_constricta|evm.model.ctg496.5, S_constricta|evm.model.ctg6.81
N2.HOG0000068	OG0000017	n0	A_granulata|evm.model.Super-Scaffold_100003.1034_1, A_granulata|model.g4965.t1_1, A_granulata|model.g4966.t1_1, A_granulata|model.g706.t1_1	B_glabrata|XP_013062034.1, B_glabrata|XP_013062035.1, B_glabrata|XP_013065857.1, B_glabrata|XP_013065863.1, B_glabrata|XP_013065892.1, B_glabrata|XP_013065893.1, B_glabrata|XP_013065895.1, B_glabrata|XP_013077200.1, B_glabrata|XP_013077202.1, B_glabrata|XP_013078946.1, B_glabrata|XP_013079385.1, B_glabrata|XP_013079394.1, B_glabrata|XP_013080598.1, B_glabrata|XP_013080599.1, B_glabrata|XP_013083785.1, B_glabrata|XP_013093165.1	C_virginica|XP_022288802.1, C_virginica|XP_022292738.1, C_virginica|XP_022338110.1, C_virginica|XP_022339402.1, C_virginica|XP_022339405.1, C_virginica|XP_022343020.1, C_virginica|XP_022344537.1, C_virginica|XP_022344538.1, C_virginica|XP_022344539.1, C_virginica|XP_022344548.1, C_virginica|XP_022344551.1		L_gigantea|XP_009054246.1, L_gigantea|XP_009061494.1		P_fucata|Pma_10003264, P_fucata|Pma_10005159, P_fucata|Pma_10016044, P_fucata|Pma_10016367, P_fucata|Pma_10021622, P_fucata|Pma_10023166, P_fucata|Pma_10024934, P_fucata|Pma_10029257, P_fucata|Pma_10029259, P_fucata|Pma_10029261, P_fucata|Pma_10029262, P_fucata|Pma_10031907	S_constricta|evm.model.ctg225.33, S_constricta|evm.model.ctg3125.1, S_constricta|evm.model.ctg325.3, S_constricta|evm.model.ctg337.18, S_constricta|evm.model.ctg416.42, S_constricta|evm.model.ctg489.2, S_constricta|evm.model.ctg747.4, S_constricta|evm.model.ctg747.5
N2.HOG0000069	OG0000018	n0			C_virginica|XP_022300455.1, C_virginica|XP_022333877.1		L_gigantea|XP_009055411.1		P_fucata|Pma_10000702, P_fucata|Pma_10001184, P_fucata|Pma_10002367, P_fucata|Pma_10002677, P_fucata|Pma_10004474, P_fucata|Pma_10004726, P_fucata|Pma_10005768, P_fucata|Pma_10006138, P_fucata|Pma_10006295, P_fucata|Pma_10006442, P_fucata|Pma_10007024, P_fucata|Pma_10007429, P_fucata|Pma_10008755, P_fucata|Pma_10009009, P_fucata|Pma_10010284, P_fucata|Pma_10010736, P_fucata|Pma_10011065, P_fucata|Pma_10011110, P_fucata|Pma_10011394, P_fucata|Pma_10012443, P_fucata|Pma_10013403, P_fucata|Pma_10013450, P_fucata|Pma_10013452, P_fucata|Pma_10013560, P_fucata|Pma_10013561, P_fucata|Pma_10013599, P_fucata|Pma_10014320, P_fucata|Pma_10016081, P_fucata|Pma_10016439, P_fucata|Pma_10016667, P_fucata|Pma_10018175, P_fucata|Pma_10018321, P_fucata|Pma_10019583, P_fucata|Pma_10020252, P_fucata|Pma_10020542, P_fucata|Pma_10020684, P_fucata|Pma_10021692, P_fucata|Pma_10021806, P_fucata|Pma_10021855, P_fucata|Pma_10022327, P_fucata|Pma_10022476, P_fucata|Pma_10022590, P_fucata|Pma_10023184, P_fucata|Pma_10023239, P_fucata|Pma_10023292, P_fucata|Pma_10023372, P_fucata|Pma_10023966, P_fucata|Pma_10024686, P_fucata|Pma_10025744, P_fucata|Pma_10026409, P_fucata|Pma_10026948, P_fucata|Pma_10027321, P_fucata|Pma_10028434, P_fucata|Pma_10029440, P_fucata|Pma_10030542, P_fucata|Pma_10030764, P_fucata|Pma_10030882, P_fucata|Pma_10031645	
N2.HOG0000070	OG0000019	n3		B_glabrata|XP_013085161.1	C_virginica|XP_022338983.1		L_gigantea|XP_009050388.1			S_constricta|evm.model.ctg23.32
N2.HOG0000071	OG0000019	n8			C_virginica|XP_022291061.1				P_fucata|Pma_10019755	S_constricta|evm.model.ctg159.29
N2.HOG0000072	OG0000019	n11	A_granulata|model.g7414.t1_1	B_glabrata|XP_013083944.1	C_virginica|XP_022314994.1		L_gigantea|XP_009059734.1		P_fucata|Pma_10027659	S_constricta|evm.model.ctg128.7, S_constricta|evm.model.ctg9.1
N2.HOG0000073	OG0000019	n19	A_granulata|model.g14035.t1_1	B_glabrata|XP_013072245.1	C_virginica|XP_022337519.1		L_gigantea|XP_009062371.1		P_fucata|Pma_10025141	S_constricta|evm.model.ctg859.12
N2.HOG0000074	OG0000019	n26	A_granulata|model.g11695.t1_1		C_virginica|XP_022313091.1, C_virginica|XP_022313389.1		L_gigantea|XP_009053791.1, L_gigantea|XP_009054782.1		P_fucata|Pma_10004783, P_fucata|Pma_10004784	S_constricta|evm.model.ctg117.11, S_constricta|evm.model.ctg139.17
N2.HOG0000075	OG0000019	n35	A_granulata|model.g7451.t1_1		C_virginica|XP_022312847.1, C_virginica|XP_022312947.1, C_virginica|XP_022318187.1		L_gigantea|XP_009044088.1, L_gigantea|XP_009057899.1, L_gigantea|XP_009063508.1		P_fucata|Pma_10004192, P_fucata|Pma_10020247	S_constricta|evm.model.ctg274.25, S_constricta|evm.model.ctg510.19
N2.HOG0000076	OG0000019	n46		B_glabrata|XP_013063444.1						
N2.HOG0000077	OG0000019	n48	A_granulata|model.g11738.t1.5.5d3b86a4_1		C_virginica|XP_022302633.1		L_gigantea|XP_009056958.1		P_fucata|Pma_10013841, P_fucata|Pma_10023026	S_constricta|evm.model.ctg84.12
N2.HOG0000078	OG0000019	n53	A_granulata|model.g8205.t1_1		C_virginica|XP_022313153.1		L_gigantea|XP_009047890.1		P_fucata|Pma_10003080	S_constricta|evm.model.ctg131.22, S_constricta|evm.model.ctg131.23
N2.HOG0000079	OG0000020	n9			C_virginica|XP_022331975.1, C_virginica|XP_022331976.1					
N2.HOG0000080	OG0000020	n12	A_granulata|model.g11218.t1_1, A_granulata|model.g11836.t1_1, A_granulata|model.g12669.t1_1, A_granulata|model.g27971.t1_1	B_glabrata|XP_013063795.1						
N2.HOG0000081	OG0000020	n16	A_granulata|model.g12028.t1_1, A_granulata|model.g12671.t1_1				L_gigantea|XP_009057758.1			
