Orthogroup	Species	C_virginica_2	Orthologs
OG0000004	B_glabrata_2	C_virginica|XP_022306864.1, C_virginica|XP_022307682.1, C_virginica|XP_022309512.1, C_virginica|XP_022309842.1, C_virginica|XP_022292876.1, C_virginica|XP_022308432.1, C_virginica|XP_022306863.1, C_virginica|XP_022307426.1, C_virginica|XP_022307677.1, C_virginica|XP_022307962.1, C_virginica|XP_022290581.1, C_virginica|XP_022307702.1, C_virginica|XP_022308442.1, C_virginica|XP_022307726.1, C_virginica|XP_022305270.1, C_virginica|XP_022307760.1, C_virginica|XP_022307060.1, C_virginica|XP_022308515.1, C_virginica|XP_022309687.1, C_virginica|XP_022309653.1, C_virginica|XP_022307062.1, C_virginica|XP_022307742.1, C_virginica|XP_022306155.1, C_virginica|XP_022303399.1, C_virginica|XP_022307722.1, C_virginica|XP_022307769.1, C_virginica|XP_022310311.1, C_virginica|XP_022306746.1, C_virginica|XP_022307761.1, C_virginica|XP_022307885.1, C_virginica|XP_022309673.1, C_virginica|XP_022307756.1, C_virginica|XP_022309374.1, C_virginica|XP_022308427.1, C_virginica|XP_022306748.1, C_virginica|XP_022309678.1, C_virginica|XP_022306229.1, C_virginica|XP_022288791.1, C_virginica|XP_022309677.1, C_virginica|XP_022307728.1, C_virginica|XP_022307729.1, C_virginica|XP_022286717.1, C_virginica|XP_022290620.1, C_virginica|XP_022286479.1, C_virginica|XP_022288574.1, C_virginica|XP_022287415.1, C_virginica|XP_022289418.1, C_virginica|XP_022289654.1, C_virginica|XP_022289715.1, C_virginica|XP_022289949.1, C_virginica|XP_022289447.1, C_virginica|XP_022289967.1, C_virginica|XP_022289938.1, C_virginica|XP_022290649.1, C_virginica|XP_022289727.1, C_virginica|XP_022297668.1, C_virginica|XP_022287464.1, C_virginica|XP_022290289.1, C_virginica|XP_022289935.1, C_virginica|XP_022289706.1, C_virginica|XP_022305518.1, C_virginica|XP_022306742.1, C_virginica|XP_022309654.1, C_virginica|XP_022309655.1, C_virginica|XP_022307732.1, C_virginica|XP_022294925.1, C_virginica|XP_022307839.1, C_virginica|XP_022307877.1	B_glabrata|XP_013086610.1, B_glabrata|XP_013089298.1, B_glabrata|XP_013062440.1, B_glabrata|XP_013093169.1
OG0000004	L_gigantea_2	C_virginica|XP_022306864.1, C_virginica|XP_022307682.1, C_virginica|XP_022309512.1, C_virginica|XP_022309842.1, C_virginica|XP_022292876.1, C_virginica|XP_022308432.1, C_virginica|XP_022306863.1, C_virginica|XP_022307426.1, C_virginica|XP_022307677.1, C_virginica|XP_022307962.1, C_virginica|XP_022290581.1, C_virginica|XP_022307702.1, C_virginica|XP_022308442.1, C_virginica|XP_022307726.1, C_virginica|XP_022305270.1, C_virginica|XP_022307760.1, C_virginica|XP_022307060.1, C_virginica|XP_022308515.1, C_virginica|XP_022309687.1, C_virginica|XP_022309653.1, C_virginica|XP_022307062.1, C_virginica|XP_022307742.1, C_virginica|XP_022306155.1, C_virginica|XP_022303399.1, C_virginica|XP_022307722.1, C_virginica|XP_022307769.1, C_virginica|XP_022310311.1, C_virginica|XP_022306746.1, C_virginica|XP_022307761.1, C_virginica|XP_022307885.1, C_virginica|XP_022309673.1, C_virginica|XP_022307756.1, C_virginica|XP_022309374.1, C_virginica|XP_022308427.1, C_virginica|XP_022306748.1, C_virginica|XP_022309678.1, C_virginica|XP_022306229.1, C_virginica|XP_022288791.1, C_virginica|XP_022309677.1, C_virginica|XP_022307728.1, C_virginica|XP_022307729.1, C_virginica|XP_022286717.1, C_virginica|XP_022290620.1, C_virginica|XP_022286479.1, C_virginica|XP_022288574.1, C_virginica|XP_022287415.1, C_virginica|XP_022289418.1, C_virginica|XP_022289654.1, C_virginica|XP_022289715.1, C_virginica|XP_022289949.1, C_virginica|XP_022289447.1, C_virginica|XP_022289967.1, C_virginica|XP_022289938.1, C_virginica|XP_022290649.1, C_virginica|XP_022289727.1, C_virginica|XP_022297668.1, C_virginica|XP_022287464.1, C_virginica|XP_022290289.1, C_virginica|XP_022289935.1, C_virginica|XP_022289706.1, C_virginica|XP_022305518.1, C_virginica|XP_022306742.1, C_virginica|XP_022309654.1, C_virginica|XP_022309655.1, C_virginica|XP_022307732.1, C_virginica|XP_022294925.1, C_virginica|XP_022307839.1, C_virginica|XP_022307877.1	L_gigantea|XP_009061714.1, L_gigantea|XP_009061776.1, L_gigantea|XP_009061781.1
OG0000007	A_granulata_2	C_virginica|XP_022308431.1	A_granulata|model.g6273.t1_1, A_granulata|model.g6272.t1_1
OG0000007	H_robusta_2	C_virginica|XP_022308431.1	H_robusta|ESN93723.1
OG0000007	L_gigantea_2	C_virginica|XP_022308431.1	L_gigantea|XP_009046443.1, L_gigantea|XP_009046442.1
OG0000007	S_constricta_2	C_virginica|XP_022308431.1	S_constricta|evm.model.ctg436.5
OG0000007	P_fucata_2	C_virginica|XP_022308431.1	P_fucata|Pma_10017847
OG0000007	H_robusta_2	C_virginica|XP_022307961.1	H_robusta|ESO04500.1
OG0000007	S_constricta_2	C_virginica|XP_022307961.1	S_constricta|evm.model.ctg412.18
OG0000007	A_granulata_2	C_virginica|XP_022307961.1	A_granulata|evm.model.Super-Scaffold_100004.707_1
OG0000007	L_gigantea_2	C_virginica|XP_022307961.1	L_gigantea|XP_009046440.1
OG0000007	B_glabrata_2	C_virginica|XP_022307961.1	B_glabrata|XP_013075772.1
OG0000007	P_fucata_2	C_virginica|XP_022307961.1	P_fucata|Pma_10010607, P_fucata|Pma_532.177
OG0000007	H_robusta_2	C_virginica|XP_022319262.1, C_virginica|XP_022316903.1	H_robusta|ESO09755.1
OG0000007	O_bimaculoides_2	C_virginica|XP_022319262.1, C_virginica|XP_022316903.1	O_bimaculoides|XP_014780359.1
OG0000007	L_gigantea_2	C_virginica|XP_022319262.1	L_gigantea|XP_009055159.1
OG0000007	B_glabrata_2	C_virginica|XP_022316903.1	B_glabrata|XP_013079326.1
OG0000007	A_granulata_2	C_virginica|XP_022316903.1	A_granulata|evm.model.Super-Scaffold_100004.411_1
OG0000007	S_constricta_2	C_virginica|XP_022316903.1	S_constricta|evm.model.ctg380.19
OG0000007	P_fucata_2	C_virginica|XP_022316903.1	P_fucata|Pma_10001157
OG0000007	H_robusta_2	C_virginica|XP_022286090.1	H_robusta|ESO05584.1
OG0000007	S_constricta_2	C_virginica|XP_022286090.1	S_constricta|evm.model.ctg2181.2
OG0000007	A_granulata_2	C_virginica|XP_022286090.1	A_granulata|evm.model.Super-Scaffold_100004.301_1
OG0000007	L_gigantea_2	C_virginica|XP_022286090.1	L_gigantea|XP_009063633.1
OG0000007	O_bimaculoides_2	C_virginica|XP_022291943.1	O_bimaculoides|XP_014789021.1
OG0000007	L_gigantea_2	C_virginica|XP_022291943.1	L_gigantea|XP_009046437.1
OG0000007	A_granulata_2	C_virginica|XP_022291943.1	A_granulata|model.g6264.t1_model.g6265.t1_1
OG0000007	H_robusta_2	C_virginica|XP_022291943.1	H_robusta|ESN90265.1, H_robusta|ESO07168.1
OG0000007	S_constricta_2	C_virginica|XP_022291943.1	S_constricta|evm.model.ctg412.15
OG0000007	H_robusta_2	C_virginica|XP_022326937.1	H_robusta|ESO01742.1
OG0000007	L_gigantea_2	C_virginica|XP_022326937.1	L_gigantea|XP_009065435.1
OG0000007	O_bimaculoides_2	C_virginica|XP_022326937.1	O_bimaculoides|XP_014780502.1
OG0000007	A_granulata_2	C_virginica|XP_022326937.1	A_granulata|model.g13936.t1_1
OG0000007	B_glabrata_2	C_virginica|XP_022326937.1	B_glabrata|XP_013081957.1
OG0000007	S_constricta_2	C_virginica|XP_022326937.1	S_constricta|evm.model.ctg306.3
OG0000007	P_fucata_2	C_virginica|XP_022326937.1	P_fucata|Pma_10023863
OG0000007	L_gigantea_2	C_virginica|XP_022292027.1	L_gigantea|XP_009046439.1
OG0000007	S_constricta_2	C_virginica|XP_022292027.1	S_constricta|evm.model.ctg412.17
OG0000007	P_fucata_2	C_virginica|XP_022292027.1	P_fucata|Pma_10030419
OG0000007	L_gigantea_2	C_virginica|XP_022289925.1	L_gigantea|XP_009046438.1
OG0000007	P_fucata_2	C_virginica|XP_022289925.1	P_fucata|Pma_10006875, P_fucata|Pma_207.322
OG0000007	H_robusta_2	C_virginica|XP_022328330.1	H_robusta|ESN95559.1
OG0000007	O_bimaculoides_2	C_virginica|XP_022328330.1	O_bimaculoides|XP_014769873.1
OG0000007	B_glabrata_2	C_virginica|XP_022328330.1	B_glabrata|XP_013082062.1
OG0000007	A_granulata_2	C_virginica|XP_022328330.1	A_granulata|model.g13938.t1_1
OG0000007	S_constricta_2	C_virginica|XP_022328330.1	S_constricta|evm.model.ctg306.4
OG0000007	L_gigantea_2	C_virginica|XP_022328330.1	L_gigantea|XP_009065436.1
OG0000007	P_fucata_2	C_virginica|XP_022328330.1	P_fucata|Pma_10023861, P_fucata|Pma_10007466, P_fucata|Pma_10016649
OG0000007	P_fucata_2	C_virginica|XP_022324615.1	P_fucata|Pma_10016536
OG0000007	H_robusta_2	C_virginica|XP_022324615.1	H_robusta|ESO01497.1
OG0000007	A_granulata_2	C_virginica|XP_022324615.1	A_granulata|model.g5761.t1_1
OG0000007	B_glabrata_2	C_virginica|XP_022324615.1	B_glabrata|XP_013063618.1
OG0000007	L_gigantea_2	C_virginica|XP_022324615.1	L_gigantea|XP_009046479.1
OG0000007	O_bimaculoides_2	C_virginica|XP_022324615.1	O_bimaculoides|XP_014767862.1
OG0000007	B_glabrata_2	C_virginica|XP_022320319.1, C_virginica|XP_022320653.1	B_glabrata|XP_013094229.1
OG0000007	S_constricta_2	C_virginica|XP_022320319.1, C_virginica|XP_022320653.1	S_constricta|evm.model.ctg562.15
OG0000007	H_robusta_2	C_virginica|XP_022320319.1, C_virginica|XP_022320653.1	H_robusta|ESN99512.1
OG0000007	L_gigantea_2	C_virginica|XP_022320319.1, C_virginica|XP_022320653.1	L_gigantea|XP_009065931.1, L_gigantea|XP_009065930.1
OG0000007	A_granulata_2	C_virginica|XP_022320319.1, C_virginica|XP_022320653.1	A_granulata|evm.model.Super-Scaffold_100006.1323_1
OG0000007	P_fucata_2	C_virginica|XP_022320319.1, C_virginica|XP_022320653.1	P_fucata|Pma_10027249
OG0000007	H_robusta_2	C_virginica|XP_022340779.1	H_robusta|ESN93724.1, H_robusta|ESO04948.1
OG0000007	A_granulata_2	C_virginica|XP_022340779.1	A_granulata|model.g6270.t1.2.5d3b84cf_1
OG0000007	L_gigantea_2	C_virginica|XP_022340779.1	L_gigantea|XP_009046441.1
OG0000007	P_fucata_2	C_virginica|XP_022340779.1	P_fucata|Pma_10017849
OG0000007	H_robusta_2	C_virginica|XP_022309837.1, C_virginica|XP_022342129.1	H_robusta|ESO07165.1
OG0000007	L_gigantea_2	C_virginica|XP_022309837.1	L_gigantea|XP_009046445.1
OG0000007	B_glabrata_2	C_virginica|XP_022309837.1	B_glabrata|XP_013086911.1, B_glabrata|XP_013093880.1
OG0000007	O_bimaculoides_2	C_virginica|XP_022309837.1	O_bimaculoides|XP_014781016.1
OG0000007	S_constricta_2	C_virginica|XP_022309837.1	S_constricta|evm.model.ctg436.1
OG0000007	P_fucata_2	C_virginica|XP_022309837.1	P_fucata|Pma_10008710
OG0000007	S_constricta_2	C_virginica|XP_022342129.1	S_constricta|evm.model.ctg436.4
OG0000007	L_gigantea_2	C_virginica|XP_022342129.1	L_gigantea|XP_009046444.1
OG0000007	A_granulata_2	C_virginica|XP_022342129.1	A_granulata|model.g6274.t1_1
OG0000008	P_fucata_2	C_virginica|XP_022336556.1	P_fucata|Pma_10018523, P_fucata|Pma_10032670, P_fucata|Pma_10013104, P_fucata|Pma_10009170
OG0000008	P_fucata_2	C_virginica|XP_022328162.1	P_fucata|Pma_10010336, P_fucata|Pma_10001272, P_fucata|Pma_10015719, P_fucata|Pma_10014823, P_fucata|Pma_10027590, P_fucata|Pma_10025225, P_fucata|Pma_10012813, P_fucata|Pma_10014442, P_fucata|Pma_10018762, P_fucata|Pma_10002973, P_fucata|Pma_10020755, P_fucata|Pma_10026499, P_fucata|Pma_137.648, P_fucata|Pma_10025202, P_fucata|Pma_10024277, P_fucata|Pma_10005812, P_fucata|Pma_10017267, P_fucata|Pma_10021364, P_fucata|Pma_10012983, P_fucata|Pma_10031891, P_fucata|Pma_10005503, P_fucata|Pma_10014461, P_fucata|Pma_10011701, P_fucata|Pma_10006710, P_fucata|Pma_10016756, P_fucata|Pma_10021257, P_fucata|Pma_10016596, P_fucata|Pma_10018764, P_fucata|Pma_10026204, P_fucata|Pma_10031329, P_fucata|Pma_10017760, P_fucata|Pma_10011400, P_fucata|Pma_10001395, P_fucata|Pma_125.33, P_fucata|Pma_10025742, P_fucata|Pma_10018689, P_fucata|Pma_10010065, P_fucata|Pma_10021487, P_fucata|Pma_10024322, P_fucata|Pma_10015213, P_fucata|Pma_10015220, P_fucata|Pma_10023717, P_fucata|Pma_10007564, P_fucata|Pma_10014641, P_fucata|Pma_10016550, P_fucata|Pma_10017727, P_fucata|Pma_10002741, P_fucata|Pma_10013457, P_fucata|Pma_10018460, P_fucata|Pma_10010358, P_fucata|Pma_10025714, P_fucata|Pma_10010850, P_fucata|Pma_10029566, P_fucata|Pma_10002023, P_fucata|Pma_10021130, P_fucata|Pma_10028024, P_fucata|Pma_10013957, P_fucata|Pma_10032283, P_fucata|Pma_10016205, P_fucata|Pma_10014031, P_fucata|Pma_10031879, P_fucata|Pma_10005046, P_fucata|Pma_10029961, P_fucata|Pma_10000932, P_fucata|Pma_10027521, P_fucata|Pma_10014274, P_fucata|Pma_10011413, P_fucata|Pma_10032441, P_fucata|Pma_10026145, P_fucata|Pma_10028195, P_fucata|Pma_10026194, P_fucata|Pma_10000381, P_fucata|Pma_10028243, P_fucata|Pma_10010252, P_fucata|Pma_10018601, P_fucata|Pma_10025403, P_fucata|Pma_10005838, P_fucata|Pma_10030000, P_fucata|Pma_10017036, P_fucata|Pma_10005415, P_fucata|Pma_10029625, P_fucata|Pma_10022931, P_fucata|Pma_10021465, P_fucata|Pma_10012601, P_fucata|Pma_10012164, P_fucata|Pma_10009788, P_fucata|Pma_10006437, P_fucata|Pma_10016906, P_fucata|Pma_10011621, P_fucata|Pma_10018782, P_fucata|Pma_10022527, P_fucata|Pma_10026497, P_fucata|Pma_10029621, P_fucata|Pma_10032536, P_fucata|Pma_10028987, P_fucata|Pma_10002834, P_fucata|Pma_10015948, P_fucata|Pma_10001198, P_fucata|Pma_10027002, P_fucata|Pma_10023276, P_fucata|Pma_10027927, P_fucata|Pma_10030532, P_fucata|Pma_10020872, P_fucata|Pma_10028861, P_fucata|Pma_10030056, P_fucata|Pma_10014331, P_fucata|Pma_10029267, P_fucata|Pma_10023630, P_fucata|Pma_10022256, P_fucata|Pma_10009288, P_fucata|Pma_10009276, P_fucata|Pma_10021591
OG0000009	H_robusta_2	C_virginica|XP_022335688.1	H_robusta|ESO12556.1
OG0000009	A_granulata_2	C_virginica|XP_022335688.1	A_granulata|evm.model.Super-Scaffold_100012.506_1
OG0000009	B_glabrata_2	C_virginica|XP_022335688.1	B_glabrata|XP_013076273.1
OG0000009	L_gigantea_2	C_virginica|XP_022335688.1	L_gigantea|XP_009044518.1
OG0000009	O_bimaculoides_2	C_virginica|XP_022335688.1	O_bimaculoides|XP_014769217.1
OG0000009	P_fucata_2	C_virginica|XP_022335688.1	P_fucata|Pma_10032418
OG0000009	A_granulata_2	C_virginica|XP_022316864.1	A_granulata|evm.model.Super-Scaffold_100004.157_1
OG0000009	L_gigantea_2	C_virginica|XP_022316864.1	L_gigantea|XP_009055766.1, L_gigantea|XP_009064105.1
OG0000009	S_constricta_2	C_virginica|XP_022316864.1	S_constricta|evm.model.ctg76.11
OG0000009	P_fucata_2	C_virginica|XP_022316864.1	P_fucata|Pma_10006517
OG0000009	H_robusta_2	C_virginica|XP_022308211.1	H_robusta|ESN95234.1
OG0000009	P_fucata_2	C_virginica|XP_022308211.1	P_fucata|Pma_10011588
OG0000009	L_gigantea_2	C_virginica|XP_022308211.1	L_gigantea|XP_009046723.1, L_gigantea|XP_009058115.1
OG0000009	B_glabrata_2	C_virginica|XP_022308211.1	B_glabrata|XP_013080003.1, B_glabrata|XP_013094576.1, B_glabrata|XP_013063268.1
OG0000009	S_constricta_2	C_virginica|XP_022308211.1	S_constricta|evm.model.ctg1628.1, S_constricta|evm.model.ctg6192.1, S_constricta|evm.model.ctg1696.4
OG0000009	P_fucata_2	C_virginica|XP_022336489.1	P_fucata|Pma_2.186
OG0000009	A_granulata_2	C_virginica|XP_022299766.1	A_granulata|evm.model.Super-Scaffold_100013.618_1
OG0000009	L_gigantea_2	C_virginica|XP_022299766.1	L_gigantea|XP_009044627.1
OG0000009	S_constricta_2	C_virginica|XP_022299766.1	S_constricta|evm.model.ctg138.15, S_constricta|evm.model.ctg885.2
OG0000009	P_fucata_2	C_virginica|XP_022299766.1	P_fucata|Pma_10021751
OG0000009	A_granulata_2	C_virginica|XP_022335661.1	A_granulata|evm.model.Super-Scaffold_505.825_1
OG0000009	L_gigantea_2	C_virginica|XP_022335661.1	L_gigantea|XP_009057810.1
OG0000009	P_fucata_2	C_virginica|XP_022335661.1	P_fucata|Pma_10028191
OG0000009	A_granulata_2	C_virginica|XP_022338842.1, C_virginica|XP_022338942.1	A_granulata|evm.model.Super-Scaffold_100002.833_1, A_granulata|evm.model.Super-Scaffold_100013.583_1
OG0000009	S_constricta_2	C_virginica|XP_022338842.1, C_virginica|XP_022338942.1	S_constricta|evm.model.ctg6778.1
OG0000009	H_robusta_2	C_virginica|XP_022338842.1, C_virginica|XP_022338942.1	H_robusta|ESN95530.1, H_robusta|ESO00696.1
OG0000009	H_robusta_2	C_virginica|XP_022286105.1, C_virginica|XP_022346077.1	H_robusta|ESO00154.1, H_robusta|ESO04934.1
OG0000009	A_granulata_2	C_virginica|XP_022286105.1, C_virginica|XP_022346077.1	A_granulata|model.g14108.t1_1
OG0000009	B_glabrata_2	C_virginica|XP_022286105.1, C_virginica|XP_022346077.1	B_glabrata|XP_013082520.1
OG0000009	L_gigantea_2	C_virginica|XP_022286105.1, C_virginica|XP_022346077.1	L_gigantea|XP_009053915.1
OG0000009	S_constricta_2	C_virginica|XP_022286105.1, C_virginica|XP_022346077.1	S_constricta|evm.model.ctg1144.9
OG0000009	A_granulata_2	C_virginica|XP_022338373.1, C_virginica|XP_022338900.1	A_granulata|evm.model.Super-Scaffold_100006.1281_1, A_granulata|model.g14402.t1_1
OG0000009	H_robusta_2	C_virginica|XP_022338373.1, C_virginica|XP_022338900.1	H_robusta|ESO05551.1, H_robusta|ESO05549.1, H_robusta|ESO05547.1, H_robusta|ESO05561.1, H_robusta|ESO05580.1, H_robusta|ESO05560.1, H_robusta|ESO05555.1, H_robusta|ESO05548.1, H_robusta|ESN96742.1, H_robusta|ESN96743.1, H_robusta|ESO05658.1, H_robusta|ESO05557.1, H_robusta|ESO05562.1, H_robusta|ESO05579.1, H_robusta|ESO05553.1, H_robusta|ESO05565.1, H_robusta|ESN90439.1, H_robusta|ESN93770.1
OG0000009	O_bimaculoides_2	C_virginica|XP_022338373.1, C_virginica|XP_022338900.1	O_bimaculoides|XP_014768598.1, O_bimaculoides|XP_014771819.1
OG0000009	B_glabrata_2	C_virginica|XP_022338373.1, C_virginica|XP_022338900.1	B_glabrata|XP_013071348.1
OG0000009	P_fucata_2	C_virginica|XP_022338373.1, C_virginica|XP_022338900.1	P_fucata|Pma_325.96
OG0000011	H_robusta_2	C_virginica|XP_022340848.1	H_robusta|ESN93667.1, H_robusta|ESO04681.1
OG0000011	S_constricta_2	C_virginica|XP_022340848.1	S_constricta|evm.model.ctg366.24, S_constricta|evm.model.ctg748.4, S_constricta|evm.model.ctg3437.4, S_constricta|evm.model.ctg748.3, S_constricta|evm.model.ctg2148.3, S_constricta|evm.model.ctg2148.4, S_constricta|evm.model.ctg1814.1, S_constricta|evm.model.ctg2243.4, S_constricta|evm.model.ctg3389.3, S_constricta|evm.model.ctg2037.2, S_constricta|evm.model.ctg4062.2.1, S_constricta|evm.model.ctg1280.10, S_constricta|evm.model.ctg1280.6, S_constricta|evm.model.ctg1280.8, S_constricta|evm.model.ctg1197.1, S_constricta|evm.model.ctg1204.8, S_constricta|evm.model.ctg1157.14, S_constricta|evm.model.ctg3160.1, S_constricta|evm.model.ctg3075.1, S_constricta|evm.model.ctg2608.3.1, S_constricta|evm.model.ctg8738.1, S_constricta|evm.model.ctg1189.6, S_constricta|evm.model.ctg2960.1, S_constricta|evm.model.ctg1189.4, S_constricta|evm.model.ctg1950.1, S_constricta|evm.model.ctg2747.1, S_constricta|evm.model.ctg2716.3, S_constricta|evm.model.ctg1905.6, S_constricta|evm.model.ctg3105.3, S_constricta|evm.model.ctg2900.1, S_constricta|evm.model.ctg9031.1, S_constricta|evm.model.ctg1163.3, S_constricta|evm.model.ctg1163.2, S_constricta|evm.model.ctg5056.3, S_constricta|evm.model.ctg1905.4, S_constricta|evm.model.ctg2900.2, S_constricta|evm.model.ctg2935.2, S_constricta|evm.model.ctg1414.8.1, S_constricta|evm.model.ctg1163.4, S_constricta|evm.model.ctg2250.2, S_constricta|evm.model.ctg1728.1.5, S_constricta|evm.model.ctg1031.2, S_constricta|evm.model.ctg1031.5, S_constricta|evm.model.ctg1031.1, S_constricta|evm.model.ctg3583.1, S_constricta|evm.model.ctg1163.1, S_constricta|evm.model.ctg3583.2, S_constricta|evm.model.ctg1905.5, S_constricta|evm.model.ctg3234.1, S_constricta|evm.model.ctg1173.5, S_constricta|evm.model.ctg1892.2, S_constricta|evm.model.ctg1801.2, S_constricta|evm.model.ctg1611.2, S_constricta|evm.model.ctg2170.1, S_constricta|evm.model.ctg5056.2, S_constricta|evm.model.ctg3433.3, S_constricta|evm.model.ctg1905.2, S_constricta|evm.model.ctg4448.1_evm.model.ctg4448.2, S_constricta|evm.model.ctg1905.3, S_constricta|evm.model.ctg2506.2.1, S_constricta|evm.model.ctg5056.1, S_constricta|evm.model.ctg2935.4, S_constricta|evm.model.ctg3898.1, S_constricta|evm.model.ctg2170.3, S_constricta|evm.model.ctg1414.7, S_constricta|evm.model.ctg3433.1, S_constricta|evm.model.ctg3898.2, S_constricta|evm.model.ctg3433.2, S_constricta|evm.model.ctg2935.1, S_constricta|evm.model.ctg2170.2, S_constricta|evm.model.ctg1173.9, S_constricta|evm.model.ctg2716.1, S_constricta|evm.model.ctg1173.10, S_constricta|evm.model.ctg1173.2, S_constricta|evm.model.ctg1173.1, S_constricta|evm.model.ctg1173.7, S_constricta|evm.model.ctg2947.1, S_constricta|evm.model.ctg1525.1, S_constricta|evm.model.ctg1611.4, S_constricta|evm.model.ctg1892.1, S_constricta|evm.model.ctg1611.6, S_constricta|evm.model.ctg1611.3, S_constricta|evm.model.ctg1173.6, S_constricta|evm.model.ctg1611.1, S_constricta|evm.model.ctg1189.1, S_constricta|evm.model.ctg2250.1, S_constricta|evm.model.ctg3234.3, S_constricta|evm.model.ctg3234.4, S_constricta|evm.model.ctg1611.5, S_constricta|evm.model.ctg1173.8, S_constricta|evm.model.ctg2947.2, S_constricta|evm.model.ctg103.60
OG0000011	P_fucata_2	C_virginica|XP_022340848.1	P_fucata|Pma_10023646, P_fucata|Pma_10011539, P_fucata|Pma_10019860, P_fucata|Pma_55.139
OG0000011	L_gigantea_2	C_virginica|XP_022340848.1	L_gigantea|XP_009053022.1, L_gigantea|XP_009044047.1
OG0000011	B_glabrata_2	C_virginica|XP_022340848.1	B_glabrata|XP_013083200.1, B_glabrata|XP_013092586.1
OG0000011	A_granulata_2	C_virginica|XP_022340848.1	A_granulata|model.g14860.t1_1
OG0000011	O_bimaculoides_2	C_virginica|XP_022340848.1	O_bimaculoides|XP_014785327.1
OG0000013	P_fucata_2	C_virginica|XP_022334804.1, C_virginica|XP_022306357.1, C_virginica|XP_022311594.1, C_virginica|XP_022306358.1, C_virginica|XP_022312453.1, C_virginica|XP_022306385.1, C_virginica|XP_022311480.1, C_virginica|XP_022306362.1, C_virginica|XP_022306364.1, C_virginica|XP_022306367.1, C_virginica|XP_022306351.1, C_virginica|XP_022312370.1, C_virginica|XP_022306359.1, C_virginica|XP_022306475.1, C_virginica|XP_022306472.1, C_virginica|XP_022306479.1, C_virginica|XP_022311867.1, C_virginica|XP_022306474.1, C_virginica|XP_022311310.1, C_virginica|XP_022306369.1, C_virginica|XP_022307480.1, C_virginica|XP_022307479.1, C_virginica|XP_022311311.1, C_virginica|XP_022311877.1, C_virginica|XP_022307477.1, C_virginica|XP_022306473.1, C_virginica|XP_022304397.1, C_virginica|XP_022307478.1, C_virginica|XP_022311307.1, C_virginica|XP_022306463.1, C_virginica|XP_022306465.1, C_virginica|XP_022311708.1, C_virginica|XP_022306466.1, C_virginica|XP_022311860.1, C_virginica|XP_022311308.1, C_virginica|XP_022311879.1, C_virginica|XP_022306468.1, C_virginica|XP_022311861.1, C_virginica|XP_022306483.1, C_virginica|XP_022311460.1, C_virginica|XP_022310797.1, C_virginica|XP_022305369.1, C_virginica|XP_022310798.1, C_virginica|XP_022305368.1, C_virginica|XP_022310804.1, C_virginica|XP_022304232.1, C_virginica|XP_022307631.1, C_virginica|XP_022331776.1, C_virginica|XP_022305679.1, C_virginica|XP_022310258.1, C_virginica|XP_022307624.1, C_virginica|XP_022305652.1, C_virginica|XP_022307630.1, C_virginica|XP_022307619.1, C_virginica|XP_022304650.1, C_virginica|XP_022306710.1, C_virginica|XP_022307622.1, C_virginica|XP_022304926.1, C_virginica|XP_022305656.1, C_virginica|XP_022305661.1, C_virginica|XP_022310056.1, C_virginica|XP_022310242.1, C_virginica|XP_022307623.1, C_virginica|XP_022310070.1, C_virginica|XP_022305646.1, C_virginica|XP_022304902.1, C_virginica|XP_022304465.1, C_virginica|XP_022309564.1, C_virginica|XP_022305672.1, C_virginica|XP_022304147.1, C_virginica|XP_022305644.1, C_virginica|XP_022305671.1, C_virginica|XP_022305678.1, C_virginica|XP_022307634.1, C_virginica|XP_022305675.1, C_virginica|XP_022305647.1, C_virginica|XP_022305648.1, C_virginica|XP_022304272.1, C_virginica|XP_022305639.1, C_virginica|XP_022307633.1, C_virginica|XP_022304826.1, C_virginica|XP_022303194.1, C_virginica|XP_022305636.1	P_fucata|Pma_108.798, P_fucata|Pma_10011085, P_fucata|Pma_10011366
OG0000015	S_constricta_2	C_virginica|XP_022325142.1	S_constricta|evm.model.ctg413.13
OG0000015	H_robusta_2	C_virginica|XP_022325142.1	H_robusta|ESO05631.1
OG0000015	B_glabrata_2	C_virginica|XP_022325142.1	B_glabrata|XP_013076722.1, B_glabrata|XP_013090484.1
OG0000015	P_fucata_2	C_virginica|XP_022325142.1	P_fucata|Pma_10001006
